Loci,Mix,Rack,Treatment,Well,ID,Row,Match,Missing,Nanodrop
Hg.1.3,mix1,R155,Re-used PCR plate,44,AGP20134,D,1,1,430.5
Hg.1.3,mix1,R155,Re-used PCR plate,45,AGP20135,D,1,1,259.5
Hg.1.3,mix1,R155,Re-used PCR plate,46,AGP20136,D,1,1,267
Hg.1.3,mix1,R155,Re-used PCR plate,47,AGP20137,D,1,1,175.5
Hg.1.3,mix1,R155,Re-used PCR plate,48,AGP20138,D,1,1,378.5
Hg.1.3,mix1,R155,Re-used PCR plate,49,AGP20139,E,1,1,577.5
Hg.1.3,mix1,R155,Re-used PCR plate,50,AGP20140,E,1,1,291.5
Hg.1.3,mix1,R155,Re-used PCR plate,52,AGP20141,E,1,1,328.5
Hg.1.3,mix1,R155,Re-used PCR plate,53,AGP20142,E,1,1,263.5
Hg.1.3,mix1,R155,Re-used PCR plate,54,AGP20143,E,1,1,390
Hg.1.3,mix1,R155,Re-used PCR plate,55,AGP20144,E,1,1,89.5
Hg.1.3,mix1,R155,Re-used PCR plate,56,AGP20147,E,1,1,410
Hg.1.3,mix1,R155,Re-used PCR plate,57,AGP20148,E,1,1,218.5
Hg.1.3,mix1,R155,Re-used PCR plate,58,AGP20149,E,1,1,398.5
Hg.1.3,mix1,R155,Re-used PCR plate,59,AGP20150,E,1,1,266
Hg.1.3,mix1,R155,Re-used PCR plate,60,AGP20151,E,1,1,106.5
Hg.1.3,mix1,R155,Re-used PCR plate,61,AGP20152,F,1,1,322
Hg.1.3,mix1,R155,Re-used PCR plate,62,AGP20153,F,1,1,456
Hg.1.3,mix1,R155,Re-used PCR plate,63,AGP20154,F,1,1,329.5
Hg.1.3,mix1,R155,Re-used PCR plate,64,AGP20155,F,1,1,406
Hg.1.3,mix1,R155,Re-used PCR plate,65,AGP20156,F,1,1,471.5
Hg.1.3,mix1,R155,Re-used PCR plate,66,AGP20157,F,1,1,472.5
Hg.1.3,mix1,R155,Re-used PCR plate,67,AGP20159,F,1,1,522
Hg.1.3,mix1,R155,Re-used PCR plate,68,AGP20160,F,1,1,370.5
Hg.1.3,mix1,R155,Re-used PCR plate,69,AGP20161,F,1,1,427.5
Hg.1.3,mix1,R155,Re-used PCR plate,70,AGP20162,F,1,1,307.5
Hg.1.3,mix1,R155,Re-used PCR plate,71,AGP20163,F,1,1,60.5
Hg.1.3,mix1,R155,Re-used PCR plate,72,AGP20164,F,1,1,232.5
Hg.1.3,mix1,R155,Re-used PCR plate,73,AGP20165,G,1,1,315.5
Hg.1.3,mix1,R155,Re-used PCR plate,74,AGP20166,G,1,1,277.5
Hg.1.3,mix1,R155,Re-used PCR plate,75,AGP20167,G,1,1,353.5
Hg.1.3,mix1,R155,Re-used PCR plate,76,AGP20168,G,1,1,210.5
Hg.1.3,mix1,R155,Re-used PCR plate,77,AGP20169,G,1,1,452.5
Hg.1.3,mix1,R155,Re-used PCR plate,78,AGP20170,G,1,1,155.5
Hg.1.3,mix1,R155,Re-used PCR plate,79,AGP20171,G,1,0,79
Hg.1.3,mix1,R155,Re-used PCR plate,80,AGP20172,G,1,1,460
Hg.1.3,mix1,R155,Re-used PCR plate,81,AGP20173,G,1,1,209.5
Hg.1.3,mix1,R155,Re-used PCR plate,82,AGP20174,G,1,1,867
Hg.1.3,mix1,R155,Re-used PCR plate,83,AGP20175,G,1,1,466
Hg.1.3,mix1,R155,Re-used PCR plate,84,AGP20176,G,1,1,298
Hg.1.3,mix1,R155,Re-used PCR plate,85,AGP20177,H,1,1,74.5
Hg.1.3,mix1,R155,Re-used PCR plate,86,AGP20178,H,1,1,416.5
Hg.1.3,mix1,R155,Re-used PCR plate,87,AGP20179,H,1,1,781.5
Hg.1.3,mix1,R155,Re-used PCR plate,88,AGP20180,H,1,1,405.5
Hg.1.3,mix1,R155,Re-used PCR plate,89,AGP20181,H,1,1,348
Hg.1.3,mix1,R155,Re-used PCR plate,90,AGP20182,H,1,1,248
Hg.1.3,mix1,R155,Re-used PCR plate,91,AGP20185,H,1,1,36.5
Hg.1.3,mix1,R155,Re-used PCR plate,92,AGP20187,H,1,1,196
Hg.1.3,mix1,R155,Re-used PCR plate,93,AGP20188,H,1,1,227.5
Hg.1.3,mix1,R155,Re-used PCR plate,94,AGP20189_1,H,1,1,212.5
Hg.1.3,mix1,R155,Re-used PCR plate,95,AGP20189_2,H,1,0,166
Hg.1.3,mix1,R155,Re-used PCR plate,96,AGP20191,H,1,1,425.5
M11a,mix1,R155,Re-used PCR plate,1,AGP16292,A,1,1,486
M11a,mix1,R155,Re-used PCR plate,2,AGP16293,A,1,1,34
M11a,mix1,R155,Re-used PCR plate,3,AGP16294,A,1,1,360
M11a,mix1,R155,Re-used PCR plate,4,AGP20093,A,1,1,389.5
M11a,mix1,R155,Re-used PCR plate,5,AGP20094,A,1,1,624
M11a,mix1,R155,Re-used PCR plate,6,AGP20095,A,1,1,401.5
M11a,mix1,R155,Re-used PCR plate,7,AGP20096,A,1,1,220
M11a,mix1,R155,Re-used PCR plate,8,AGP20097,A,1,1,57
M11a,mix1,R155,Re-used PCR plate,9,AGP20098,A,1,1,178.5
M11a,mix1,R155,Re-used PCR plate,10,AGP20099,A,1,1,112.5
M11a,mix1,R155,Re-used PCR plate,11,AGP20100,A,1,1,439.5
M11a,mix1,R155,Re-used PCR plate,12,AGP20101,A,1,1,206
M11a,mix1,R155,Re-used PCR plate,13,AGP20102,B,1,1,244
M11a,mix1,R155,Re-used PCR plate,14,AGP20103,B,1,1,108
M11a,mix1,R155,Re-used PCR plate,15,AGP20104,B,1,1,237.5
M11a,mix1,R155,Re-used PCR plate,16,AGP20105,B,1,1,763.5
M11a,mix1,R155,Re-used PCR plate,17,AGP20106,B,1,1,400
M11a,mix1,R155,Re-used PCR plate,18,AGP20107,B,1,1,189.5
M11a,mix1,R155,Re-used PCR plate,19,AGP20108,B,1,1,366
M11a,mix1,R155,Re-used PCR plate,20,AGP20109,B,1,0,409.5
M11a,mix1,R155,Re-used PCR plate,21,AGP20110,B,1,1,475.5
M11a,mix1,R155,Re-used PCR plate,22,AGP20111,B,1,1,237
M11a,mix1,R155,Re-used PCR plate,23,AGP20112,B,1,1,153
M11a,mix1,R155,Re-used PCR plate,24,AGP20113,B,1,1,70.5
M11a,mix1,R155,Re-used PCR plate,25,AGP20114,C,1,1,249
M11a,mix1,R155,Re-used PCR plate,26,AGP20115,C,1,1,379.5
M11a,mix1,R155,Re-used PCR plate,27,AGP20116,C,1,1,465
M11a,mix1,R155,Re-used PCR plate,28,AGP20117,C,1,1,453.5
M11a,mix1,R155,Re-used PCR plate,29,AGP20118,C,1,1,352.5
M11a,mix1,R155,Re-used PCR plate,30,AGP20119,C,1,1,395.5
M11a,mix1,R155,Re-used PCR plate,31,AGP20120,C,1,1,315
M11a,mix1,R155,Re-used PCR plate,32,AGP20121,C,1,1,488.5
M11a,mix1,R155,Re-used PCR plate,33,AGP20122,C,1,1,442
M11a,mix1,R155,Re-used PCR plate,34,AGP20123,C,1,1,447
M11a,mix1,R155,Re-used PCR plate,35,AGP20124,C,1,1,48
M11a,mix1,R155,Re-used PCR plate,36,AGP20125,C,1,1,210.5
M11a,mix1,R155,Re-used PCR plate,37,AGP20126,D,1,1,164
M11a,mix1,R155,Re-used PCR plate,38,AGP20127,D,1,1,87
M11a,mix1,R155,Re-used PCR plate,39,AGP20128,D,1,1,232
M11a,mix1,R155,Re-used PCR plate,40,AGP20129,D,1,0,151
M11a,mix1,R155,Re-used PCR plate,41,AGP20130,D,1,1,419
M11a,mix1,R155,Re-used PCR plate,42,AGP20131,D,1,1,305
M11a,mix1,R155,Re-used PCR plate,43,AGP20133,D,1,1,298.5
M11a,mix1,R155,Re-used PCR plate,44,AGP20134,D,1,1,430.5
M11a,mix1,R155,Re-used PCR plate,45,AGP20135,D,1,1,259.5
M11a,mix1,R155,Re-used PCR plate,46,AGP20136,D,1,1,267
M11a,mix1,R155,Re-used PCR plate,47,AGP20137,D,1,1,175.5
M11a,mix1,R155,Re-used PCR plate,48,AGP20138,D,1,1,378.5
M11a,mix1,R155,Re-used PCR plate,49,AGP20139,E,1,1,577.5
M11a,mix1,R155,Re-used PCR plate,50,AGP20140,E,1,1,291.5
M11a,mix1,R155,Re-used PCR plate,52,AGP20141,E,1,1,328.5
M11a,mix1,R155,Re-used PCR plate,53,AGP20142,E,1,1,263.5
M11a,mix1,R155,Re-used PCR plate,54,AGP20143,E,1,1,390
M11a,mix1,R155,Re-used PCR plate,55,AGP20144,E,1,1,89.5
M11a,mix1,R155,Re-used PCR plate,56,AGP20147,E,1,1,410
M11a,mix1,R155,Re-used PCR plate,57,AGP20148,E,1,1,218.5
M11a,mix1,R155,Re-used PCR plate,58,AGP20149,E,1,1,398.5
M11a,mix1,R155,Re-used PCR plate,59,AGP20150,E,1,1,266
M11a,mix1,R155,Re-used PCR plate,60,AGP20151,E,1,1,106.5
M11a,mix1,R155,Re-used PCR plate,61,AGP20152,F,1,1,322
M11a,mix1,R155,Re-used PCR plate,62,AGP20153,F,1,1,456
M11a,mix1,R155,Re-used PCR plate,63,AGP20154,F,1,0,329.5
M11a,mix1,R155,Re-used PCR plate,64,AGP20155,F,1,1,406
M11a,mix1,R155,Re-used PCR plate,65,AGP20156,F,1,1,471.5
M11a,mix1,R155,Re-used PCR plate,66,AGP20157,F,1,1,472.5
M11a,mix1,R155,Re-used PCR plate,67,AGP20159,F,1,1,522
M11a,mix1,R155,Re-used PCR plate,68,AGP20160,F,1,1,370.5
M11a,mix1,R155,Re-used PCR plate,69,AGP20161,F,1,1,427.5
M11a,mix1,R155,Re-used PCR plate,70,AGP20162,F,1,1,307.5
M11a,mix1,R155,Re-used PCR plate,71,AGP20163,F,1,1,60.5
M11a,mix1,R155,Re-used PCR plate,72,AGP20164,F,1,1,232.5
M11a,mix1,R155,Re-used PCR plate,73,AGP20165,G,1,1,315.5
M11a,mix1,R155,Re-used PCR plate,74,AGP20166,G,1,1,277.5
M11a,mix1,R155,Re-used PCR plate,75,AGP20167,G,1,1,353.5
M11a,mix1,R155,Re-used PCR plate,76,AGP20168,G,1,1,210.5
M11a,mix1,R155,Re-used PCR plate,77,AGP20169,G,1,1,452.5
M11a,mix1,R155,Re-used PCR plate,78,AGP20170,G,1,1,155.5
M11a,mix1,R155,Re-used PCR plate,79,AGP20171,G,1,1,79
M11a,mix1,R155,Re-used PCR plate,80,AGP20172,G,1,1,460
M11a,mix1,R155,Re-used PCR plate,81,AGP20173,G,1,1,209.5
M11a,mix1,R155,Re-used PCR plate,82,AGP20174,G,1,1,867
M11a,mix1,R155,Re-used PCR plate,83,AGP20175,G,1,1,466
M11a,mix1,R155,Re-used PCR plate,84,AGP20176,G,1,1,298
M11a,mix1,R155,Re-used PCR plate,85,AGP20177,H,1,0,74.5
M11a,mix1,R155,Re-used PCR plate,86,AGP20178,H,1,1,416.5
M11a,mix1,R155,Re-used PCR plate,87,AGP20179,H,1,1,781.5
M11a,mix1,R155,Re-used PCR plate,88,AGP20180,H,1,1,405.5
M11a,mix1,R155,Re-used PCR plate,89,AGP20181,H,1,1,348
M11a,mix1,R155,Re-used PCR plate,90,AGP20182,H,1,1,248
M11a,mix1,R155,Re-used PCR plate,91,AGP20185,H,1,1,36.5
M11a,mix1,R155,Re-used PCR plate,92,AGP20187,H,1,1,196
M11a,mix1,R155,Re-used PCR plate,93,AGP20188,H,1,1,227.5
M11a,mix1,R155,Re-used PCR plate,94,AGP20189_1,H,1,1,212.5
M11a,mix1,R155,Re-used PCR plate,95,AGP20189_2,H,1,0,166
M11a,mix1,R155,Re-used PCR plate,96,AGP20191,H,1,1,425.5
PvcA,mix1,R155,Re-used PCR plate,1,AGP16292,A,1,1,486
PvcA,mix1,R155,Re-used PCR plate,2,AGP16293,A,1,1,34
PvcA,mix1,R155,Re-used PCR plate,3,AGP16294,A,1,1,360
PvcA,mix1,R155,Re-used PCR plate,4,AGP20093,A,1,1,389.5
PvcA,mix1,R155,Re-used PCR plate,5,AGP20094,A,1,1,624
PvcA,mix1,R155,Re-used PCR plate,6,AGP20095,A,1,1,401.5
PvcA,mix1,R155,Re-used PCR plate,7,AGP20096,A,1,1,220
PvcA,mix1,R155,Re-used PCR plate,8,AGP20097,A,1,1,57
PvcA,mix1,R155,Re-used PCR plate,9,AGP20098,A,1,1,178.5
PvcA,mix1,R155,Re-used PCR plate,10,AGP20099,A,1,1,112.5
PvcA,mix1,R155,Re-used PCR plate,11,AGP20100,A,1,1,439.5
PvcA,mix1,R155,Re-used PCR plate,12,AGP20101,A,1,1,206
PvcA,mix1,R155,Re-used PCR plate,13,AGP20102,B,1,1,244
PvcA,mix1,R155,Re-used PCR plate,14,AGP20103,B,1,1,108
PvcA,mix1,R155,Re-used PCR plate,15,AGP20104,B,1,1,237.5
PvcA,mix1,R155,Re-used PCR plate,16,AGP20105,B,1,1,763.5
PvcA,mix1,R155,Re-used PCR plate,17,AGP20106,B,1,1,400
PvcA,mix1,R155,Re-used PCR plate,18,AGP20107,B,1,1,189.5
PvcA,mix1,R155,Re-used PCR plate,19,AGP20108,B,1,1,366
PvcA,mix1,R155,Re-used PCR plate,20,AGP20109,B,1,1,409.5
PvcA,mix1,R155,Re-used PCR plate,21,AGP20110,B,1,1,475.5
PvcA,mix1,R155,Re-used PCR plate,22,AGP20111,B,1,1,237
PvcA,mix1,R155,Re-used PCR plate,23,AGP20112,B,1,1,153
PvcA,mix1,R155,Re-used PCR plate,24,AGP20113,B,1,1,70.5
PvcA,mix1,R155,Re-used PCR plate,25,AGP20114,C,1,1,249
PvcA,mix1,R155,Re-used PCR plate,26,AGP20115,C,1,1,379.5
PvcA,mix1,R155,Re-used PCR plate,27,AGP20116,C,1,1,465
PvcA,mix1,R155,Re-used PCR plate,28,AGP20117,C,1,1,453.5
PvcA,mix1,R155,Re-used PCR plate,29,AGP20118,C,1,1,352.5
PvcA,mix1,R155,Re-used PCR plate,30,AGP20119,C,1,1,395.5
PvcA,mix1,R155,Re-used PCR plate,31,AGP20120,C,1,1,315
PvcA,mix1,R155,Re-used PCR plate,32,AGP20121,C,1,1,488.5
PvcA,mix1,R155,Re-used PCR plate,33,AGP20122,C,1,1,442
PvcA,mix1,R155,Re-used PCR plate,34,AGP20123,C,1,1,447
PvcA,mix1,R155,Re-used PCR plate,35,AGP20124,C,1,1,48
PvcA,mix1,R155,Re-used PCR plate,36,AGP20125,C,1,1,210.5
PvcA,mix1,R155,Re-used PCR plate,37,AGP20126,D,1,1,164
PvcA,mix1,R155,Re-used PCR plate,38,AGP20127,D,1,0,87
PvcA,mix1,R155,Re-used PCR plate,39,AGP20128,D,1,1,232
PvcA,mix1,R155,Re-used PCR plate,40,AGP20129,D,1,0,151
PvcA,mix1,R155,Re-used PCR plate,41,AGP20130,D,1,1,419
PvcA,mix1,R155,Re-used PCR plate,42,AGP20131,D,1,1,305
PvcA,mix1,R155,Re-used PCR plate,43,AGP20133,D,1,1,298.5
PvcA,mix1,R155,Re-used PCR plate,44,AGP20134,D,1,1,430.5
PvcA,mix1,R155,Re-used PCR plate,45,AGP20135,D,1,1,259.5
PvcA,mix1,R155,Re-used PCR plate,46,AGP20136,D,1,1,267
PvcA,mix1,R155,Re-used PCR plate,47,AGP20137,D,1,1,175.5
PvcA,mix1,R155,Re-used PCR plate,48,AGP20138,D,1,1,378.5
PvcA,mix1,R155,Re-used PCR plate,49,AGP20139,E,1,1,577.5
PvcA,mix1,R155,Re-used PCR plate,50,AGP20140,E,1,1,291.5
PvcA,mix1,R155,Re-used PCR plate,52,AGP20141,E,1,1,328.5
PvcA,mix1,R155,Re-used PCR plate,53,AGP20142,E,1,1,263.5
PvcA,mix1,R155,Re-used PCR plate,54,AGP20143,E,1,1,390
PvcA,mix1,R155,Re-used PCR plate,55,AGP20144,E,1,1,89.5
PvcA,mix1,R155,Re-used PCR plate,56,AGP20147,E,1,1,410
PvcA,mix1,R155,Re-used PCR plate,57,AGP20148,E,1,1,218.5
PvcA,mix1,R155,Re-used PCR plate,58,AGP20149,E,1,1,398.5
PvcA,mix1,R155,Re-used PCR plate,59,AGP20150,E,1,1,266
PvcA,mix1,R155,Re-used PCR plate,60,AGP20151,E,1,1,106.5
PvcA,mix1,R155,Re-used PCR plate,61,AGP20152,F,1,1,322
PvcA,mix1,R155,Re-used PCR plate,62,AGP20153,F,1,1,456
PvcA,mix1,R155,Re-used PCR plate,63,AGP20154,F,1,1,329.5
PvcA,mix1,R155,Re-used PCR plate,64,AGP20155,F,1,1,406
PvcA,mix1,R155,Re-used PCR plate,65,AGP20156,F,1,1,471.5
PvcA,mix1,R155,Re-used PCR plate,66,AGP20157,F,1,1,472.5
PvcA,mix1,R155,Re-used PCR plate,67,AGP20159,F,1,1,522
PvcA,mix1,R155,Re-used PCR plate,68,AGP20160,F,1,1,370.5
PvcA,mix1,R155,Re-used PCR plate,69,AGP20161,F,1,1,427.5
PvcA,mix1,R155,Re-used PCR plate,70,AGP20162,F,1,1,307.5
PvcA,mix1,R155,Re-used PCR plate,71,AGP20163,F,1,1,60.5
PvcA,mix1,R155,Re-used PCR plate,72,AGP20164,F,1,1,232.5
PvcA,mix1,R155,Re-used PCR plate,73,AGP20165,G,1,1,315.5
PvcA,mix1,R155,Re-used PCR plate,74,AGP20166,G,1,1,277.5
PvcA,mix1,R155,Re-used PCR plate,75,AGP20167,G,1,1,353.5
PvcA,mix1,R155,Re-used PCR plate,76,AGP20168,G,1,0,210.5
PvcA,mix1,R155,Re-used PCR plate,77,AGP20169,G,1,1,452.5
PvcA,mix1,R155,Re-used PCR plate,78,AGP20170,G,1,1,155.5
PvcA,mix1,R155,Re-used PCR plate,79,AGP20171,G,1,1,79
PvcA,mix1,R155,Re-used PCR plate,80,AGP20172,G,1,1,460
PvcA,mix1,R155,Re-used PCR plate,81,AGP20173,G,1,1,209.5
PvcA,mix1,R155,Re-used PCR plate,82,AGP20174,G,1,1,867
PvcA,mix1,R155,Re-used PCR plate,83,AGP20175,G,1,1,466
PvcA,mix1,R155,Re-used PCR plate,84,AGP20176,G,1,1,298
PvcA,mix1,R155,Re-used PCR plate,85,AGP20177,H,1,1,74.5
PvcA,mix1,R155,Re-used PCR plate,86,AGP20178,H,1,1,416.5
PvcA,mix1,R155,Re-used PCR plate,87,AGP20179,H,1,1,781.5
PvcA,mix1,R155,Re-used PCR plate,88,AGP20180,H,1,1,405.5
PvcA,mix1,R155,Re-used PCR plate,89,AGP20181,H,1,1,348
PvcA,mix1,R155,Re-used PCR plate,90,AGP20182,H,1,1,248
PvcA,mix1,R155,Re-used PCR plate,91,AGP20185,H,1,1,36.5
PvcA,mix1,R155,Re-used PCR plate,92,AGP20187,H,1,1,196
PvcA,mix1,R155,Re-used PCR plate,93,AGP20188,H,1,1,227.5
PvcA,mix1,R155,Re-used PCR plate,94,AGP20189_1,H,1,1,212.5
PvcA,mix1,R155,Re-used PCR plate,95,AGP20189_2,H,1,0,166
PvcA,mix1,R155,Re-used PCR plate,96,AGP20191,H,1,1,425.5
Zcwb07,mix1,R155,Re-used PCR plate,1,AGP16292,A,1,1,486
Zcwb07,mix1,R155,Re-used PCR plate,2,AGP16293,A,1,1,34
Zcwb07,mix1,R155,Re-used PCR plate,3,AGP16294,A,1,1,360
Zcwb07,mix1,R155,Re-used PCR plate,4,AGP20093,A,1,1,389.5
Zcwb07,mix1,R155,Re-used PCR plate,5,AGP20094,A,1,1,624
Zcwb07,mix1,R155,Re-used PCR plate,6,AGP20095,A,1,1,401.5
Zcwb07,mix1,R155,Re-used PCR plate,7,AGP20096,A,1,1,220
Zcwb07,mix1,R155,Re-used PCR plate,8,AGP20097,A,1,0,57
Zcwb07,mix1,R155,Re-used PCR plate,9,AGP20098,A,1,1,178.5
Zcwb07,mix1,R155,Re-used PCR plate,10,AGP20099,A,1,1,112.5
Zcwb07,mix1,R155,Re-used PCR plate,11,AGP20100,A,1,1,439.5
Zcwb07,mix1,R155,Re-used PCR plate,12,AGP20101,A,1,1,206
Zcwb07,mix1,R155,Re-used PCR plate,13,AGP20102,B,1,1,244
Zcwb07,mix1,R155,Re-used PCR plate,14,AGP20103,B,1,1,108
Zcwb07,mix1,R155,Re-used PCR plate,15,AGP20104,B,1,0,237.5
Zcwb07,mix1,R155,Re-used PCR plate,16,AGP20105,B,1,1,763.5
Zcwb07,mix1,R155,Re-used PCR plate,17,AGP20106,B,1,1,400
Zcwb07,mix1,R155,Re-used PCR plate,18,AGP20107,B,1,1,189.5
Zcwb07,mix1,R155,Re-used PCR plate,19,AGP20108,B,1,1,366
Zcwb07,mix1,R155,Re-used PCR plate,20,AGP20109,B,1,1,409.5
Zcwb07,mix1,R155,Re-used PCR plate,21,AGP20110,B,1,1,475.5
Zcwb07,mix1,R155,Re-used PCR plate,22,AGP20111,B,1,1,237
Zcwb07,mix1,R155,Re-used PCR plate,23,AGP20112,B,1,1,153
Zcwb07,mix1,R155,Re-used PCR plate,24,AGP20113,B,1,1,70.5
Zcwb07,mix1,R155,Re-used PCR plate,25,AGP20114,C,1,1,249
Zcwb07,mix1,R155,Re-used PCR plate,26,AGP20115,C,1,1,379.5
Zcwb07,mix1,R155,Re-used PCR plate,27,AGP20116,C,1,1,465
Zcwb07,mix1,R155,Re-used PCR plate,28,AGP20117,C,1,1,453.5
Zcwb07,mix1,R155,Re-used PCR plate,29,AGP20118,C,1,1,352.5
Zcwb07,mix1,R155,Re-used PCR plate,30,AGP20119,C,1,1,395.5
Zcwb07,mix1,R155,Re-used PCR plate,31,AGP20120,C,1,1,315
Zcwb07,mix1,R155,Re-used PCR plate,32,AGP20121,C,1,1,488.5
Zcwb07,mix1,R155,Re-used PCR plate,33,AGP20122,C,1,1,442
Zcwb07,mix1,R155,Re-used PCR plate,34,AGP20123,C,1,1,447
Zcwb07,mix1,R155,Re-used PCR plate,35,AGP20124,C,1,1,48
Zcwb07,mix1,R155,Re-used PCR plate,36,AGP20125,C,1,1,210.5
Zcwb07,mix1,R155,Re-used PCR plate,37,AGP20126,D,1,1,164
Zcwb07,mix1,R155,Re-used PCR plate,38,AGP20127,D,1,0,87
Zcwb07,mix1,R155,Re-used PCR plate,39,AGP20128,D,1,1,232
Zcwb07,mix1,R155,Re-used PCR plate,40,AGP20129,D,1,0,151
Zcwb07,mix1,R155,Re-used PCR plate,41,AGP20130,D,1,1,419
Zcwb07,mix1,R155,Re-used PCR plate,42,AGP20131,D,1,1,305
Zcwb07,mix1,R155,Re-used PCR plate,43,AGP20133,D,1,1,298.5
Zcwb07,mix1,R155,Re-used PCR plate,44,AGP20134,D,1,1,430.5
Zcwb07,mix1,R155,Re-used PCR plate,45,AGP20135,D,1,1,259.5
Zcwb07,mix1,R155,Re-used PCR plate,46,AGP20136,D,1,1,267
Zcwb07,mix1,R155,Re-used PCR plate,47,AGP20137,D,1,1,175.5
Zcwb07,mix1,R155,Re-used PCR plate,48,AGP20138,D,1,1,378.5
Zcwb07,mix1,R155,Re-used PCR plate,49,AGP20139,E,1,1,577.5
Zcwb07,mix1,R155,Re-used PCR plate,50,AGP20140,E,1,1,291.5
Zcwb07,mix1,R155,Re-used PCR plate,52,AGP20141,E,1,1,328.5
Zcwb07,mix1,R155,Re-used PCR plate,53,AGP20142,E,1,1,263.5
Zcwb07,mix1,R155,Re-used PCR plate,54,AGP20143,E,1,1,390
Zcwb07,mix1,R155,Re-used PCR plate,55,AGP20144,E,1,1,89.5
Zcwb07,mix1,R155,Re-used PCR plate,56,AGP20147,E,1,1,410
Zcwb07,mix1,R155,Re-used PCR plate,57,AGP20148,E,1,1,218.5
Zcwb07,mix1,R155,Re-used PCR plate,58,AGP20149,E,1,1,398.5
Zcwb07,mix1,R155,Re-used PCR plate,59,AGP20150,E,1,1,266
Zcwb07,mix1,R155,Re-used PCR plate,60,AGP20151,E,1,1,106.5
Zcwb07,mix1,R155,Re-used PCR plate,61,AGP20152,F,1,1,322
Zcwb07,mix1,R155,Re-used PCR plate,62,AGP20153,F,1,1,456
Zcwb07,mix1,R155,Re-used PCR plate,63,AGP20154,F,1,0,329.5
Zcwb07,mix1,R155,Re-used PCR plate,64,AGP20155,F,1,1,406
Zcwb07,mix1,R155,Re-used PCR plate,65,AGP20156,F,1,1,471.5
Zcwb07,mix1,R155,Re-used PCR plate,66,AGP20157,F,1,1,472.5
Zcwb07,mix1,R155,Re-used PCR plate,67,AGP20159,F,1,1,522
Zcwb07,mix1,R155,Re-used PCR plate,68,AGP20160,F,1,1,370.5
Zcwb07,mix1,R155,Re-used PCR plate,69,AGP20161,F,1,1,427.5
Zcwb07,mix1,R155,Re-used PCR plate,70,AGP20162,F,1,1,307.5
Zcwb07,mix1,R155,Re-used PCR plate,71,AGP20163,F,1,0,60.5
Zcwb07,mix1,R155,Re-used PCR plate,72,AGP20164,F,1,1,232.5
Zcwb07,mix1,R155,Re-used PCR plate,73,AGP20165,G,1,1,315.5
Zcwb07,mix1,R155,Re-used PCR plate,74,AGP20166,G,1,1,277.5
Zcwb07,mix1,R155,Re-used PCR plate,75,AGP20167,G,1,1,353.5
Zcwb07,mix1,R155,Re-used PCR plate,76,AGP20168,G,1,0,210.5
Zcwb07,mix1,R155,Re-used PCR plate,77,AGP20169,G,1,1,452.5
Zcwb07,mix1,R155,Re-used PCR plate,78,AGP20170,G,1,1,155.5
Zcwb07,mix1,R155,Re-used PCR plate,79,AGP20171,G,1,0,79
Zcwb07,mix1,R155,Re-used PCR plate,80,AGP20172,G,1,1,460
Zcwb07,mix1,R155,Re-used PCR plate,81,AGP20173,G,1,1,209.5
Zcwb07,mix1,R155,Re-used PCR plate,82,AGP20174,G,1,1,867
Zcwb07,mix1,R155,Re-used PCR plate,83,AGP20175,G,1,1,466
Zcwb07,mix1,R155,Re-used PCR plate,84,AGP20176,G,1,1,298
Zcwb07,mix1,R155,Re-used PCR plate,85,AGP20177,H,1,0,74.5
Zcwb07,mix1,R155,Re-used PCR plate,86,AGP20178,H,1,1,416.5
Zcwb07,mix1,R155,Re-used PCR plate,87,AGP20179,H,1,1,781.5
Zcwb07,mix1,R155,Re-used PCR plate,88,AGP20180,H,1,1,405.5
Zcwb07,mix1,R155,Re-used PCR plate,89,AGP20181,H,1,1,348
Zcwb07,mix1,R155,Re-used PCR plate,90,AGP20182,H,1,1,248
Zcwb07,mix1,R155,Re-used PCR plate,91,AGP20185,H,1,1,36.5
Zcwb07,mix1,R155,Re-used PCR plate,92,AGP20187,H,1,1,196
Zcwb07,mix1,R155,Re-used PCR plate,93,AGP20188,H,1,1,227.5
Zcwb07,mix1,R155,Re-used PCR plate,94,AGP20189_1,H,1,1,212.5
Zcwb07,mix1,R155,Re-used PCR plate,95,AGP20189_2,H,1,1,166
Zcwb07,mix1,R155,Re-used PCR plate,96,AGP20191,H,1,1,425.5
Agaz.2,mix1,R155,Re-used PCR plate,1,AGP16292,A,1,1,486
Agaz.2,mix1,R155,Re-used PCR plate,2,AGP16293,A,1,1,34
Agaz.2,mix1,R155,Re-used PCR plate,3,AGP16294,A,1,1,360
Agaz.2,mix1,R155,Re-used PCR plate,4,AGP20093,A,1,1,389.5
Agaz.2,mix1,R155,Re-used PCR plate,5,AGP20094,A,1,1,624
Agaz.2,mix1,R155,Re-used PCR plate,6,AGP20095,A,1,1,401.5
Agaz.2,mix1,R155,Re-used PCR plate,7,AGP20096,A,1,1,220
Agaz.2,mix1,R155,Re-used PCR plate,8,AGP20097,A,1,1,57
Agaz.2,mix1,R155,Re-used PCR plate,9,AGP20098,A,1,1,178.5
Agaz.2,mix1,R155,Re-used PCR plate,10,AGP20099,A,1,1,112.5
Agaz.2,mix1,R155,Re-used PCR plate,11,AGP20100,A,1,1,439.5
Agaz.2,mix1,R155,Re-used PCR plate,12,AGP20101,A,1,1,206
